course_code,course_number,course_type,course_url,credit_hours,department,department_name,description,distribution_group,grade_mode,language,long_title,prerequisites,restrictions,title
COMP 515,515,Lecture,,3,COMP,Computer Science,"Advanced compilation techniques for vector and parallel computer systems, including the analysis of program dependence, program transformations to enhance parallelism, compiler management of the memory hierarchy, interprocedural data flow analysis, and parallel debugging.  Recommended Prerequisite(s): COMP 412.",,Standard Letter,Taught in English,ADVANCED COMPILATION FOR VECTOR PARALLEL PROCESSORS,COMP 412,Must be enrolled in one of the following Level(s): Graduate,ADV COMPILATION VECTOR PARALEL
COMP 516,516,Lecture/Laboratory,,4,COMP,Computer Science,"This is a project-based class that provides students with the opportunity to apply their knowledge of distributed computing principles to designed and develop a single, large distributed application that utilizes the public cloud. Students will learn about the basic services for computing, storage, and commination that are supported by the new generation of ""public utilities"" that provide the infrastructure for the public cloud, and how to utilize these services to engineer a robust, scalable application.",,Standard Letter,Taught in English,CLOUD COMPUTING PRACTICUM,COMP 413 OR COMP 420 OR (COMP 520 OR ELEC 520),Must be enrolled in one of the following Level(s): Graduate,CLOUD COMPUTING PRACTICUM
COMP 517,517,Seminar,,3,COMP,Computer Science,"In this seminar, we will investigate advanced topics in the design and implementation of operating systems, including: OS structure (includingWeb Browsers), concurrency and synchronization, memory management, file systems and storage, virtual machines, and information protection. We will explore both fundamental and hot topics through reading, discussing, and presenting key research findings. This course will also cover methods for critiquing, writing, and presenting research findings through a course long project. Graduate/Undergraduate Equivalency: COMP 417. Mutually Exclusive: Cannot register for COMP 517 if student has credit for COMP 417.",,Standard Letter,Taught in English,ADVANCED OPERATING SYSTEMS AND SECURITY,,Must be enrolled in one of the following Level(s): Graduate,ADVANCED OPERATING SYSTEMS
COMP 518,518,Lecture,,4,COMP,Computer Science,"This course is an introduction to the Internet of Things (IoT). It will present the tools and techniques needed to develop complex IoT applications that encompass interaction with the physical world and data analysis across the IoT computing infrastructure. The topics range from programming microcontrollers (e.g., Arduino) and single-board computers (e.g., Raspberry Pi) to IoT automation and the efficient analysis of real-time IoT data. Graduate/Undergraduate Equivalency: COMP 418.",,Standard Letter,Taught in English,IOT PROGRAMMING AND DATA ANALYSIS,,Must be enrolled in one of the following Level(s): Graduate,IOT PROGRAMMING DATA ANALYSIS
COMP 519,519,Lecture,,3,COMP,Computer Science,"Since the advent of Sanger Sequencing in 1977, computer scientists have been devising algorithms and software tools to interpret and analyze DNA sequences. The field of bioinformatics focuses on computational approaches to solving biological questions. This course will serve as an introduction to widely used algorithms in bioinformatics used for pattern searching, genome assembly, sequence alignment, and clustering of biological data. No prior knowledge of biology is assumed. The class involves several programming assignments. Graduate/Undergraduate Equivalency: COMP 416. Mutually Exclusive: Cannot register for COMP 519 if student has credit for COMP 416.",,Standard Letter,Taught in English,GENOME-SCALE ALGORITHMS AND DATA STRUCTURES,,Must be enrolled in one of the following Level(s): Graduate,GENOME-SCALE ALGORITHMS
COMP 520,520,Lecture/Laboratory,http://www.cs.rice.edu/~alc/comp520/,4,COMP,Computer Science,"Distributed systems: workstations, local area networks, server machines. Multiprocess structuring and interprocess communication. File access and memory management. User interfaces: window systems and command interpreters.  Case studies of selected distributed systems.  Emphasis on performance aspects of system software design. Cross-list: ELEC 520.",,Standard Letter,Taught in English,DISTRIBUTED SYSTEMS,,Must be enrolled in one of the following Level(s): Graduate,DISTRIBUTED SYSTEMS
COMP 521,521,Lecture/Laboratory,,4,COMP,Computer Science,"Introduction to the design, construction, and analysis of concurrent programs with an emphasis on operating systems, including filing systems, schedulers, and memory allocators. Specific attention is devoted to process synchronization and communication within concurrent programs. Additional coursework required beyond the undergraduate course requirements. Cross-list: ELEC 552, Graduate/Undergraduate Equivalency: COMP 421. Mutually Exclusive: Cannot register for COMP 521 if student has credit for COMP 421.",,Standard Letter,Taught in English,OPERATING SYSTEMS AND CONCURRENT PROGRAMMING,(COMP 215 AND COMP 321),Must be enrolled in one of the following Level(s): Graduate,OP SYS/CONCURRENT PROGRAMMING
COMP 522,522,Seminar,http://www.cs.rice.edu/~johnmc/comp522/,3,COMP,Computer Science,"Multi-core microprocessors are becoming the norm. The course will focus on emerging multi-core processor architectures and challenges to using them effectively. Topics include multi-core microprocessors, memory hierarchy, synchronization, programming systems, scheduling, and transactional memory.",,Standard Letter,Taught in English,MULTI-CORE COMPUTING,(COMP 321 AND COMP 425),Must be enrolled in one of the following Level(s): Graduate,MULTI-CORE COMPUTING
COMP 523,523,Lecture,,3,COMP,Computer Science,"The course introduces students to modern cryptographic techniques, focusing mainly on mathematical tools. The course covers topics such as Diffie-Hellman key exchange, the ElGamal public key crypto system, integer factorization and RSA, and elliptic curves and lattices in cryptography. Graduate/Undergraduate Equivalency: COMP 423. Mutually Exclusive: Cannot register for COMP 523 if student has credit for COMP 423.",,Standard Letter,Taught in English,INTRODUCTION TO MATHEMATICAL CRYPTOGRAPHY,COMP 382 OR COMP 448 OR MATH 448 OR MATH 365,Must be enrolled in one of the following Level(s): Graduate,INTRO TO MATH CRYPTOGRAPHY
COMP 524,524,Lecture,,4,COMP,Computer Science,"Study of network protocols for mobile and wireless networking, particularly at the media access control, network, and transport protocol layers. Focus is on the unique problems and challenges presented by the properties of wireless transmission and host or router mobility. Cross-list: ELEC 524. Recommended Prerequisite(s): COMP 421 OR ELEC 421.",,Standard Letter,Taught in English,MOBILE AND WIRELESS NETWORKING,COMP 429 OR ELEC 429,Must be enrolled in one of the following Level(s): Graduate,MOBILE AND WIRELESS NETWORKING
COMP 525,525,Lecture,,3,COMP,Computer Science,"Virtualized computer architectures. Processor, memory and storage virtualization techniques. Resource allocation and scheduling of virtual machines. Cloud architectures and infrastructure. Utility computing. Cross-list: ELEC 525.",,Standard Letter,Taught in English,VIRTUALIZATION AND CLOUD RESOURCE MANAGEMENT,(ELEC 425 OR COMP 425),Must be enrolled in one of the following Level(s): Graduate,VIRTUAL & CLOUD RESOURCE MGMT
COMP 526,526,Lecture,,3,COMP,Computer Science,"Design of high performance computer systems, including shared-memory and message-passing multiprocessors and vector systems. Hardware and software techniques to tolerate and reduce memory and communication latency. Case studies and performance simulation of high-performance systems. Cross-list: ELEC 526. Recommended Prerequisite(s): ELEC 425 or COMP 425",,Standard Letter,Taught in English,HIGH PERFORMANCE COMPUTER ARCHITECTURE,,Must be enrolled in one of the following Level(s): Graduate,HIGH PERFORM COMPUTER ARCH
COMP 527,527,Lecture,,4,COMP,Computer Science,"This class will focus on computer security in real systems.  We will cover theory and practice for the design of secure systems (formal modeling, hardware and compiler-enforced safety, software engineering processes, tamper-resistant and tamper-reactive hardware, firewalls, cryptography, and more).  Recommended Prerequisite(s): (COMP 311 or COMP 412) and (COMP 421 or COMP 429).",,Standard Letter,Taught in English,COMPUTER SYSTEMS SECURITY,,Must be enrolled in one of the following Level(s): Graduate,COMPUTER SYSTEMS SECURITY
COMP 528,528,Lecture,,3,COMP,Computer Science,"System-level virtualization is an integral part of modern computer systems, spanning both hardware and software. This course will explore the various types of system-level virtualization and the hardware and software mechanisms that support them. The course will explore the interplay among hypervisors, operating systems, processors, memory, and I/O devices in modern virtualized systems.",,Standard Letter,Taught in English,INTRODUCTION TO VIRTUALIZATION,COMP 421 OR COMP 521,Must be enrolled in one of the following Level(s): Graduate,INTRODUCTION TO VIRTUALIZATION
